"","l2.t.0.582496032714844","l2.t.0.445651196128444","l2.t.0.308806359542044","l2.t.0.171961522955644","l2.t.0.0351166863692435","l2.t0.101728150217157","l2.t0.238572986803557","l2.t0.375417823389957","l2.t0.512262659976357","l2.t0.649107496562757","l2.t0.785952333149157","l2.t0.922797169735557","l2.t1.05964200632196","l2.t1.19648684290836","l2.t1.33333167949476","l2.t1.47017651608116","l2.t1.60702135266756","l2.t1.74386618925396","l2.t1.88071102584036","l2.t2.01755586242676"
"Cystm1",0.466105632187966,0.369467964595636,0.369356387390487,0.52762622038057,0.815153349539354,1.07177436719681,1.05136222591186,0.820433484310755,0.584273090239001,0.380299034034437,0.205585284981871,0.0572058123661002,-0.0677654145280752,-0.172254426415852,-0.259187254012435,-0.331489928033017,-0.392088479192801,-0.443908938206991,-0.489877335790778,-0.532919702659365
"Cmklr1",2.00597779788252,0.929065432838568,0.327431685286415,0.391631334653754,0.587120049797394,0.594477637140226,0.445038483032056,0.230738847141339,0.0481071110266817,-0.0877285258773068,-0.181022254407966,-0.23602826540263,-0.257000749698628,-0.248193898133295,-0.213861901543963,-0.158258950767966,-0.0856392366426388,-0.000256950005312291,0.0936337183066827,0.19177857745601
"Zfp36l2",-0.9277339867424,-1.30525855550067,-1.29247310005201,-0.720075513367447,0.0146092634857533,0.54005869653407,0.645744416789274,0.482735994217454,0.343468574771548,0.278989117432573,0.282498716554438,0.347198466491063,0.466289461596367,0.632972796224254,0.840449564728659,1.08192086146348,1.35058778078264,1.63965141704005,1.94231286458963,2.2517732177853
"Egr3",1.88790516144328,1.41779596895882,1.01653934300788,0.727877289569377,0.532874026889173,0.395768694311324,0.276276617995396,0.150350523667212,0.00630929798592888,-0.156672602323895,-0.336873297750579,-0.532570908782439,-0.742043555907786,-0.963569359614934,-1.1954264403922,-1.4358929187279,-1.68324691511034,-1.93576655002784,-2.19172994396871,-2.44941521742126
"Gbp5",-0.902577584716214,-0.65939073534156,-0.421057559711824,-0.190598757229018,0.0328975573642131,0.236057498734665,0.393748204000946,0.515204633167653,0.624790160844747,0.727712302165161,0.824576819524962,0.915989475320201,1.00255603194695,1.08488225180126,1.1635738972792,1.23923673077683,1.31247651469022,1.38389901141542,1.45410998334849,1.52371519288551
"Leng8",3.25041112439483,1.12843004620894,-0.0499339877303614,0.0559461328466567,0.25602229009844,0.0853196189889308,0.0361958370703897,0.146183141498093,0.210262184075672,0.194335892809121,0.10567747986607,-0.0484398425858218,-0.260742862378899,-0.523958367345526,-0.830813145318052,-1.17403398412882,-1.54634767161019,-1.94048099559449,-2.3491607439141,-2.76511370440137
"Hapln1",1.38112986827108,1.12837107210334,0.856860598310871,0.544384087453428,0.159619474516966,-0.273154291087236,-0.673996784954079,-0.986477276148786,-1.17835157276887,-1.25214924655786,-1.21860453595495,-1.08845167939934,-0.8724249153302,-0.581258482186738,-0.225686618408134,0.183556437566417,0.635736447297731,1.12011917234661,1.62597037427387,2.14255581464032
"Crabp2",1.71967639266769,0.723614109240245,0.116178737103892,-0.015231052494243,-0.344146196399654,-0.892565155958997,-0.962852005149564,-0.601924159523088,-0.218037657121985,0.11334918614196,0.397009066553928,0.637714680399123,0.840238723962743,1.00935389352998,1.14983288538604,1.26644839581612,1.3639731211054,1.44717975753909,1.52084100140239,1.5897295489805
"Ptn",-0.260797042406995,-0.854229389170966,-0.954142451983233,-0.456255639822403,-0.245131807511521,-0.47368282857591,-0.445018828905677,-0.115082540539072,0.223745535869522,0.517772493880267,0.771071162438417,0.987714370489234,1.17177494697798,1.3273257208499,1.45843952105027,1.56918917652435,1.66364751621738,1.74588736907464,1.81998156404138,1.89000293006286
"Fmo2",-0.0558374562118286,0.0173840838272801,0.0906010307594644,0.163806216715941,0.236985196825953,0.310130229337277,0.38324210158912,0.45632621098129,0.52938931868337,0.602434075086189,0.67546214848969,0.748475207193804,0.821474919498459,0.894462953703589,0.967440978109133,1.04041066101501,1.11337367072116,1.18633167552752,1.25928634373401,1.33223934364057
"Ssh2",-0.558300471851308,-0.42731439844805,-0.296095642607346,-0.164829144022268,-0.0348174413157233,0.0928147476734416,0.217414232426198,0.339294194446528,0.459191197974161,0.577373710200897,0.69399759397226,0.809218712133795,0.923192927531048,1.03607610300953,1.14802410141481,1.25919278559239,1.36973801838784,1.47981566264667,1.58958158121443,1.69919163693665
"Hoxc6",-0.668582018029056,-0.583118963161107,-0.494695673623338,-0.405146025885208,-0.328374034807297,-0.259111235965258,-0.172267330037553,-0.0601881491071573,0.0743731236980215,0.229362880824459,0.40292398733385,0.593199308287895,0.798331708748308,1.01646405377679,1.24573920843504,1.48430003778477,1.73028940688769,1.98185018080549,2.23712522459988,2.49425740333256
"Tspan17",0.318480784834681,-0.191796622908662,-0.28514029412258,0.24408447279656,1.05341274478058,1.56890107271524,1.17095199353298,0.180396054850397,-0.69248113045487,-1.32769905895473,-1.74686311763147,-1.97157869346743,-2.02345117344488,-1.9240859445462,-1.69508839375363,-1.35806390804952,-0.934617874416152,-0.446355679835868,0.0851172887090519,0.638195644236269
"Sparcl1",0.763279505010571,0.702186403738215,0.578182555510016,0.42735049181148,0.535515781495315,0.808883926992843,0.77623600604026,0.481634473117007,0.213968357076445,0.0236555984098632,-0.0963359262803802,-0.153038340391917,-0.153483767322377,-0.104704330469398,-0.0137321532306158,0.112400640996338,0.26666192881383,0.44201958682422,0.631441491629883,0.827895519833179
"Ngf",0.827695723450537,-0.01998826514661,-0.105180417904306,0.75249978634962,1.2488584433087,0.979393070960216,0.660635443641078,0.499761074639296,0.400225431334151,0.33988564589115,0.315178458504638,0.322540609368976,0.358408838678508,0.419219886627583,0.501410493410554,0.601417399221775,0.71567734425559,0.840627068706355,0.972703312768417,1.10834281663613
"Ankrd12",1.3450297866597,0.286686212545436,-0.233629852963121,-0.0809447291951889,-0.14325484070343,-0.593929628264997,-0.764470387282536,-0.605181891467806,-0.388180040005393,-0.166837309189116,0.0584516755852099,0.287292288921787,0.519289905424802,0.754049899698453,0.991177646346938,1.23027851997445,1.47095789518518,1.71282114658332,1.95547364877308,2.19852077635864
"Sox9",0.58866304853456,-0.108560092142138,-0.288617514407612,0.116171686968571,0.0321629369441113,-0.627470338773687,-0.845283988303581,-0.568253654965412,-0.235661518728232,0.0689638566731803,0.348164904042071,0.604484056181693,0.840463745895302,1.05864640598615,1.26157446925748,1.45179036851255,1.63183653655462,1.80425540618693,1.97158941021273,2.13638098143529
"Fam43a",0.424602338816615,-0.090381752298517,-0.226825686239075,0.100455926700537,0.230460852355961,0.0156253879103607,-0.0801522164651249,0.00913111907833405,0.135020021824292,0.267962017274851,0.407315915184136,0.552440525306273,0.70269465739539,0.857437121205614,1.01602672649108,1.1778222830059,1.34218260050421,1.50846648874015,1.67603275746782,1.84424021644137
"Prss23",-0.501323908691014,-0.619572278786857,-0.514962665778564,-0.121090208049588,0.229236141952978,0.396471435368494,0.499945787448418,0.590340305010709,0.671338536321999,0.744140904737278,0.809492488701654,0.868138366660215,0.920823617058048,0.968293318340244,1.0112925489519,1.0505663873381,1.08685991194393,1.1209182012145,1.15348633359488,1.18530938753017
"Stc1",1.29147808794555,0.65473243226749,0.272767379985529,0.282010109329471,0.517005141738594,0.75113071474414,0.772241685426792,0.608167890043427,0.396335449607412,0.16485736800079,-0.0844803873972872,-0.349891849207678,-0.629591050051233,-0.921792022548811,-1.22470879932127,-1.53655541298945,-1.85554589617421,-2.17989428149642,-2.50781460157691,-2.83752088903655
"Fam180a",0.167578118002731,0.429545522622904,0.564822285340324,0.585830377607308,0.85591820373813,1.2975347268375,1.37989370725182,1.12777073989457,0.835947999195662,0.560511914647955,0.299972790237711,0.0528409299511817,-0.182373362225378,-0.407159782305718,-0.623008026303581,-0.831407790232711,-1.03384877010686,-1.23182066193977,-1.42681316174519,-1.62031596553687
"Rtn4r",0.0420983361009405,0.254843054900774,0.453638780033325,0.645328334696877,0.887468482168703,1.11880289951827,1.16791888577689,1.05664229337431,0.89786091362408,0.715236255128444,0.510935888682448,0.287127385081124,0.0459783151195081,-0.21034375040736,-0.479671240704449,-0.75983658497672,-1.04867221242914,-1.34401055226666,-1.64368403369426,-1.94552508591689
"Bhlhe40",2.89468282117377,0.575434036694143,-0.453497466492134,0.184792701427852,0.5430828094295,-0.0165804846836628,-0.476599691989119,-0.604563842145593,-0.619524565175857,-0.569416275221642,-0.460154337099727,-0.297654115626878,-0.0878309756198662,0.163399718104541,0.450122600729569,0.766422307438446,1.10638347341441,1.46409073384068,1.83362872390049,2.20908207877708
"Cdkn2b",0.284843694870775,-0.103292057376322,-0.20885986044251,-0.074462179704732,-0.563232170809393,-1.4806127044102,-1.55177944754733,-0.867791775455824,-0.176121253508773,0.38743755948504,0.83453118252138,1.17680613459598,1.42590893470457,1.59348610184295,1.69118415500683,1.73064961319195,1.7235289953941,1.68146882060899,1.6161156078324,1.53911587606004
"Igf1",0.189007118888466,-0.62602629159727,-0.825279435020675,-0.293747228694461,-0.188236767669101,-0.668529258579952,-0.753281802925711,-0.388001975868933,0.00671418133717729,0.35250874550355,0.653829134179246,0.915122764913326,1.14083705525487,1.33541942275294,1.50331728495661,1.64897805941493,1.77684916367699,1.89137801529184,1.99701203180855,2.0981986307762
"Vcl",4.03918836411303,0.51055348464653,-0.760322166041409,0.732029815486334,1.03825848128146,-0.660203453274135,-1.4858072332531,-1.14576885762931,-0.708343225194877,-0.374431122584924,-0.134622228906342,0.0204937767340051,0.100327215229271,0.114288407472575,0.0717876743570628,-0.0177646632241413,-0.144958284377871,-0.300382868211028,-0.474628093830451,-0.65828364034301
"Bambi",2.68429934181594,1.49501617650328,0.635460146720711,0.240674086528868,-0.0475668431365252,-0.39254141418487,-0.680722886335741,-0.869028636343001,-0.962795152873357,-0.969550628220536,-0.897205157037589,-0.753668833977502,-0.546851753693297,-0.284664010837979,0.0249842999354148,0.374183083973894,0.755022246624423,1.159591693234,1.5799813291496,2.00828105971822
"Bdnf",1.06884097196702,0.311387679232007,-0.175333623417428,-0.283565001131641,-0.318230685430879,-0.402491305489545,-0.414069442296461,-0.340695499547142,-0.230339533180727,-0.0942519178204983,0.0652281057158956,0.245761296610852,0.445008414046752,0.660630217205981,0.89028746527091,1.13164091742393,1.38235133284743,1.64007947072377,1.90248609023535,2.16723195056455
"Gsta4",2.55173254269811,2.18109862208523,1.68112312238827,1.0286231981913,0.474070308283305,0.14865108107711,0.00947805121127408,-0.0397968766101268,-0.099970688979854,-0.188356462020734,-0.302389472035406,-0.439504995326474,-0.59713830819657,-0.772724686948312,-0.963699407884326,-1.16749774730723,-1.38155498151965,-1.6033063868242,-1.8301872395235,-2.05963281592019
"Spag17",1.44256351410178,1.12546464894275,0.812208014956229,0.50731462622144,0.218583465601199,-0.0224343494239278,-0.168768903130839,-0.254903005038215,-0.348147672870908,-0.460140621173053,-0.589177460811064,-0.733553802651354,-0.891565257560336,-1.06150743640443,-1.24167595005003,-1.43036640936358,-1.62587442521146,-1.82649560846011,-2.03052556997593,-2.23625992062533
"Esam",0.139536738637398,0.149891228001046,0.158336387828449,0.157619049221675,0.126321538585105,0.0604076803324776,-0.0247559665889165,-0.120864425095916,-0.224743736336953,-0.335305079718912,-0.451940997774432,-0.574044033036154,-0.701006728036724,-0.832221625308785,-0.967081267384985,-1.10497819679796,-1.24530495608036,-1.38745408776483,-1.53081813438401,-1.67478963847055
"Il6ra",2.54709486342895,0.697949875424391,-0.395223142186952,-0.366128750234177,0.159746926076858,0.60829133017088,0.671849278413381,0.458341215311914,0.248476461552135,0.0926454075930786,-0.0140641010925976,-0.0765642190322351,-0.0997671007531591,-0.0885849007827268,-0.0479297736482608,0.0172861261228925,0.102150644003403,0.201751625465923,0.31117691598312,0.425514361027653
"Bst2",-1.2895406380102,-1.24065705583046,-1.02595115648845,-0.587855509496477,-0.145490834237934,0.176640829156245,0.3998709768773,0.561393165410648,0.696638496191346,0.813745187878202,0.914362207661563,1.00013852273178,1.0727231002792,1.13376490749418,1.18491291156706,1.2278160796882,1.26412337904794,1.29548377683663,1.32354624024462,1.34995973646226
"Ptger4",-1.04021524211365,-0.98419668034382,-0.934439470907133,-0.89696301084035,-0.876902533440465,-0.859007910675917,-0.809771164398242,-0.718498825958547,-0.588215852629296,-0.422162442020434,-0.223590452066479,0.00424825929805991,0.258101834138688,0.534718414520874,0.830846142510122,1.14323316017193,1.46862760957176,1.80377763277513,2.14543137184751,2.4903369688544
"Kitl",0.59094025270922,0.394228160660969,0.279209790304175,0.253850520130327,0.13710929725046,-0.124739741030751,-0.42519262791095,-0.676908334069713,-0.822162765796576,-0.857967091517858,-0.794271320870456,-0.641025463491216,-0.408179529017018,-0.10568352708472,0.256512532668786,0.668458640606643,1.12020478709198,1.60180096248793,2.10329715715762,2.61474336146418
"Serpinb2",0.494132254036945,0.598463194357479,0.994461055314447,1.68081739087919,1.90495381573227,1.49553918280496,0.970538492221753,0.53187004902939,0.179364318051356,-0.0933420704046467,-0.293503602022431,-0.428374762485822,-0.505210037478643,-0.531263912684713,-0.513790873787851,-0.460045406471884,-0.377281996420631,-0.272755129317914,-0.153719290847551,-0.0274289666933715
"Hoxa10",0.485087419606713,-0.525349205316134,-0.764853082857421,-0.0697823477310607,0.181234181987513,-0.238886764924124,-0.225877851594386,0.259881704268639,0.716873177499898,1.05608689493429,1.28822992528064,1.42400933724774,1.47413219954439,1.44930558087942,1.36023654996161,1.21763217549977,1.0321995262027,0.814645670779236,0.57567767793815,0.326002616388258
"Timp3",-0.513459129886099,-0.386581944133534,-0.235687248961792,-0.0426326476521107,0.19480883701628,0.426280840291552,0.561547195670551,0.617817291142162,0.66137614170329,0.70506903487354,0.748883784961174,0.792808206274451,0.836830113121636,0.880937319810989,0.925117640650772,0.969358889949246,1.01364888201467,1.05797543115532,1.10232635167944,1.14668945789529
"Dio2",3.30036477676688,1.56394504364066,0.26157094839838,-0.337926883031104,-0.381873919065842,-0.170553464882913,-0.0556117481959267,-0.0747410113993904,-0.108294659302301,-0.133520195982503,-0.151174722460265,-0.162015339755814,-0.166799148889399,-0.166283250881273,-0.16122474675168,-0.152380737520855,-0.14050832420905,-0.126364607836519,-0.110706689423489,-0.0942916699902145
"Il1rl1",2.28499385143716,0.271847462899573,-0.384055040583939,0.581622597737538,0.654792739251091,-0.600523758739797,-1.20536752575365,-0.969616247936715,-0.640225344838296,-0.359386378166732,-0.122685535519574,0.0742909955056189,0.235957027311284,0.366726372299865,0.4710128428738,0.553230251435528,0.617792410387502,0.669113132132144,0.711606229071909,0.749685513609232
"Hspa4l",-0.428068906654824,-0.303408366321093,-0.194019541964334,-0.156446364378152,-0.349325914910666,-0.624223577511419,-0.551874889412774,-0.1905384377587,0.174022278601886,0.489923305940203,0.761588252349182,0.993440725921752,1.18990433475086,1.35540268692943,1.49435939055039,1.61119805370668,1.71034228449125,1.79621569099701,1.8732418813169,1.94584446354385
"Opcml",-0.505980600088839,-0.37563189083817,-0.274084794284183,-0.17937915566112,0.0585903557830193,0.388766230417651,0.55970593328057,0.581794521744422,0.592508826149213,0.617519788060483,0.655527711341279,0.705232899854647,0.765335657463638,0.834536288031295,0.911535095420669,0.995032383494806,1.08372845611675,1.17632361714956,1.27151817045627,1.36801241989993
"Dnm3",2.04022390469765,0.335197941928882,-0.165976558270389,0.748728893485758,0.771088355299763,-0.425409879625787,-0.897852462661453,-0.519154535025549,-0.0971133624739434,0.218630567755853,0.4377406413295,0.569880243912583,0.624712761170729,0.611901578769567,0.541110082374713,0.422001657651763,0.264239690266345,0.0774875658840976,-0.128591329829395,-0.344333611208526
"Homer1",0.970229718780121,0.549690812906105,0.186446656143974,-0.105290969970128,-0.418890941658722,-0.729330775566113,-0.889013476182691,-0.914161219951136,-0.899214003259115,-0.86399522712531,-0.810347760589913,-0.740114472693052,-0.655138232474891,-0.557261908975629,-0.448328371235379,-0.330180488294319,-0.20466112919264,-0.0736131629704645,0.0611205413320381,0.197697114674704
"Ifit3b",-1.47076181845558,-1.13240980934135,-0.784536740864767,-0.416149247067959,-0.0136953034667277,0.378104668278033,0.664550606432218,0.847280174834609,0.975329314686364,1.06132217023432,1.10908204005156,1.12243222271115,1.10519601678617,1.06119672084968,0.994257633474762,0.908202053234481,0.806853278701914,0.694034608450134,0.573569341052206,0.44928077508121
"Ier2",0.385055824307249,-0.0876704150152312,-0.369171318198631,-0.330988388035759,-0.00582934320625459,0.379358945684395,0.470378184439319,0.332105090324967,0.219514663243526,0.176919039409513,0.197955054891342,0.27625954575743,0.40546934807619,0.579221297916041,0.7911522313454,1.03489898443268,1.3040983932463,1.59238729385466,1.8934025223262,2.20078091472932
"Rora",0.249438235520744,-0.164611466316923,-0.357358672217043,-0.229731099718987,0.00604730940064977,0.187657106516517,0.26663032366335,0.284192919866185,0.314309033813343,0.369435153853399,0.447297643068807,0.545622864542045,0.662137181355561,0.794566956591829,0.940638553333312,1.09807833466248,1.26461266366178,1.4379679034137,1.61587041700068,1.7960465675052
"Lcp1",1.29902362537627,0.953138550277889,0.78898774015117,0.824004204985275,0.657015962735595,0.232169616841576,-0.111258963774511,-0.317648363726944,-0.485115719152774,-0.634226499340235,-0.766649483856462,-0.884053452268564,-0.988107184143677,-1.08047945904892,-1.16283905655142,-1.2368547562183,-1.30419533761668,-1.36652958031369,-1.42552626387645,-1.48285416787209
"Casp4",-1.8018038868981,-1.60000685936765,-1.24702700945711,-0.68342037805391,-0.0887024313724494,0.3064906542642,0.297766290960002,0.0467521032707524,-0.141073441581636,-0.215021081425656,-0.185443353080229,-0.0626927933643225,0.142878060903126,0.420916672903186,0.761070505816895,1.15298702282533,1.58631368710953,2.05069796185058,2.53578731022949,3.03122919542736
"Fam181b",1.42572475874017,1.31701272874967,1.16274097046606,0.935886520163597,0.656755801545973,0.370141666176055,0.131431604147061,-0.0642129973886066,-0.249789711235315,-0.431957047292235,-0.611024948994794,-0.78730335977843,-0.961102223078578,-1.13273148233068,-1.30250108097016,-1.47072096243246,-1.63770107015302,-1.80375134756727,-1.96918173811065,-2.1343021852186
"Ptgfr",1.38632385205841,0.0929720185424676,-0.6924713451407,-0.61861798592729,0.262404125635295,1.30037795176679,1.43259913097075,0.841652120152899,0.278264631929912,-0.12378822918866,-0.379173247485036,-0.50255720724144,-0.508606892740093,-0.411989088263199,-0.227370578093,0.0305818534883003,0.347201422198486,0.707821343755323,1.0977748338766,1.5023951082801
"Sat1",0.550612810534949,-0.390277694835764,-0.823794356027096,-0.532124880118309,-0.0365328687555983,0.263052425923613,0.244918194209917,0.0507098650324337,-0.0846093115283021,-0.122792268457743,-0.0726695711769181,0.0569282148931454,0.257170524331419,0.519226791716881,0.834266451628505,1.19345893864526,1.58797368734612,2.00898013231006,2.44764770811605,2.89514584934307
"Igtp",-1.76582390680782,-1.40806591024797,-1.06303228527672,-0.705741194138648,-0.217759439042572,0.308024749813348,0.580683070850879,0.63742759349636,0.669478962298959,0.713101225971659,0.767242484980819,0.830850839792798,0.902874390873936,0.982261238690601,1.06795948370914,1.1589172263959,1.25408256721726,1.35240360663955,1.45282844512913,1.55430518315235
"Rasgrp2",2.02549186982463,1.65407479738843,1.29276162604356,0.947790784163465,0.616156065511467,0.302953500927713,0.0216752098306726,-0.228619054000549,-0.456082872946496,-0.663753768097533,-0.853431096162296,-1.02691421384941,-1.1860024778675,-1.3324952449252,-1.46819187173114,-1.59489171499394,-1.71439413142222,-1.82849847772462,-1.93900411060977,-2.04771038678628
"Tgfb1",1.22534572148968,0.81692236455034,0.607548400747537,0.639102319766054,0.553627954412974,0.276266002550622,0.065848091370307,-0.0525636669546651,-0.176523733553111,-0.323387014184109,-0.491071398481073,-0.677494776077395,-0.880575036606487,-1.09823006970175,-1.3283777649966,-1.56893601212442,-1.81782270071863,-2.07295572041262,-2.33225296083981,-2.5936323116336
"Piezo2",1.67524128442426,0.554226346500274,0.205034705302539,0.663440708815011,0.102433778506453,-1.36098639696765,-1.54127377665506,-0.550512995676142,0.383438152763191,1.04218089262895,1.45073417015508,1.63411693157554,1.6173481231243,1.42544669103534,1.08343158154259,0.616321740880031,0.0491361152816168,-0.593106349018684,-1.2853867057869,-2.00268600878909
"A4galt",-0.0698021812896656,-0.1251655836747,-0.185202861103284,-0.258023662399508,-0.358344675863535,-0.422593557797431,-0.323286085494205,-0.100423287985098,0.131955123548146,0.352617204512287,0.562628075868162,0.763052858576586,0.954956673598393,1.13940464189441,1.31746188442547,1.49019352215239,1.658664676036,1.82394046703713,1.9870860161166,2.14916644423526
"Rspo1",0.792145317751711,0.582816778187194,0.423616584164716,0.381233137617205,0.563418549230589,0.849835962560248,0.914191495319845,0.757924742056022,0.543321185544581,0.303780097044025,0.0415685249170135,-0.241046482473809,-0.541797876765799,-0.858418609596312,-1.1886416326027,-1.53019989742231,-1.88082635569252,-2.23825395905065,-2.60021565913408,-2.96444440758015
"Gm2564",-0.0508803145248438,0.230760955230788,0.46307268002966,0.631732313551895,0.810384209281915,0.996210221507938,1.10094218329912,1.11135689478139,1.05507269370568,0.941686593952638,0.7763896772202,0.564373025206302,0.310827719608885,0.0209448421258911,-0.300084525544744,-0.647069301705076,-1.01481840465717,-1.39814075270308,-1.79184526414487,-2.1907408572846
"Top2a",3.67892253920784,0.690003170243546,-0.622857447305835,0.148796099863291,0.194882886974864,-1.03857942753685,-1.45305478023158,-0.937380384321358,-0.401780621346862,-0.0128225585291752,0.242824867782307,0.37849272123821,0.407512065489144,0.343213964185729,0.198929480978597,-0.0120103204816277,-0.27627437654434,-0.580531623558907,-0.911450997874724,-1.25570143584116
"Capns2",-1.77752749402877,-0.72200963252449,0.260220698397551,1.07289988125707,1.55209603735317,1.60825427121072,1.25911501658292,0.723623765220689,0.273936526863096,-0.0469680871693213,-0.250797588178841,-0.34925948746776,-0.35406129633836,-0.276910526092939,-0.129514688033779,0.0764187065368257,0.329182146316583,0.61706812000322,0.928369116294426,1.25137762388792
"Agl",1.66298456267786,0.0240844106543032,-0.699407318292849,-0.289052912871416,-0.296473743447268,-1.02723712444593,-1.32011855461142,-1.08028374743426,-0.76903642909102,-0.475071285682843,-0.196817210397447,0.0672969035774375,0.318842163054095,0.559389674844812,0.79051054576185,1.01377588261751,1.23075679222405,1.44302438139376,1.65214975693889,1.85970402567177
"Cxcl14",0.144676674418567,0.154089070871452,0.171309111552897,0.201458419365439,0.243252799991279,0.299544968190791,0.376857902837341,0.465198174370369,0.548491651128993,0.624192111795459,0.692989830559957,0.755575081612688,0.812638139143847,0.864869277343629,0.912958770402234,0.957596892509855,0.999473917856691,1.03928012063294,1.07770577502879,1.11544115523445
"Ccnb2",2.97233279821063,0.569866263310942,0.04514165677345,1.73361925860058,2.04624153132016,0.331598557933415,-0.640196433081844,-0.544696832144158,-0.35216249203209,-0.245778845477329,-0.217714011247346,-0.26013610810971,-0.365213254831928,-0.525113570181507,-0.732005172925973,-0.978056181832841,-1.25543471566964,-1.55630889320387,-1.87284683320306,-2.19721665443474
"Plod2",0.575946294569056,-0.621749288697561,-0.916754039455258,-0.129814480164563,0.079226759199655,-0.583172366631507,-0.820328134489997,-0.508520110094736,-0.138409465389819,0.196822761538503,0.50034733594264,0.775335023075012,1.02495658818803,1.25238279653413,1.46078441336571,1.6533322039352,1.83319693349503,2.00354936729759,2.16756027059531,2.32840040864062
