"","l2.t.0.582496032714844","l2.t.0.445651196128444","l2.t.0.308806359542044","l2.t.0.171961522955644","l2.t.0.0351166863692435","l2.t0.101728150217157","l2.t0.238572986803557","l2.t0.375417823389957","l2.t0.512262659976357","l2.t0.649107496562757","l2.t0.785952333149157","l2.t0.922797169735557","l2.t1.05964200632196","l2.t1.19648684290836","l2.t1.33333167949476","l2.t1.47017651608116","l2.t1.60702135266756","l2.t1.74386618925396","l2.t1.88071102584036","l2.t2.01755586242676"
"Dnm3os",3.61482192075712,0.929706932174261,-0.290435793032357,0.317106178712035,0.315267398509633,-0.814473397677364,-1.31673508851671,-1.05284213961311,-0.726723971986026,-0.470513679161717,-0.277855999794478,-0.142395672538595,-0.0577774360483557,-0.0176460289780725,-0.0156461899820224,-0.0454226577145055,-0.100620170829815,-0.174883467982241,-0.261857287826081,-0.35518636901563
"Ly6g6c",0.377843381375855,0.653789001356261,0.86390848934572,0.975884750423492,1.04105826320962,1.07011822757888,1.02278730929021,0.907689968028236,0.756783662937755,0.578291169291565,0.374720322412926,0.148578957625077,-0.0976250897487327,-0.361383984385259,-0.640189890961259,-0.931534974153485,-1.2329113986387,-1.54181132909364,-1.85572693019507,-2.17215036661975
"Mlana",-0.254448884567565,0.163763565405105,0.564746265153688,0.892233582198697,0.988665467305194,0.882534254835156,0.791026071175482,0.753100712027894,0.712073393704747,0.657798632567277,0.591480741598625,0.514324033781905,0.427532822100233,0.33231141953673,0.229864139074517,0.121395293696711,0.00810919638642063,-0.108789839873214,-0.228097502099095,-0.348609477308089
"Zbtb11",3.24891138033973,1.64440566583456,0.466445444278146,-0.116779549695137,-0.586560861906363,-1.01862833493971,-1.01425343547671,-0.679934838916703,-0.353438696926359,-0.0952131671585122,0.100948169679746,0.241251732881382,0.331903941739375,0.379111215546653,0.389079973596177,0.368016635180933,0.322127619593847,0.257619346127894,0.180698234076021,0.0975707027312003
"Flnc",-0.159637029166429,-0.338989552172043,-0.20408205553824,0.241541250730754,0.187183481300985,-0.359312545057288,-0.504605816078068,-0.216884104392617,0.101068103756872,0.374115810178772,0.606341242302862,0.801826627558919,0.964654193376726,1.09890616718607,1.20866477641673,1.29801224849848,1.37103081086111,1.43180269093439,1.48441011614811,1.53293531393205
"Sertad1",2.75231840742232,1.18356041697407,0.206210984906441,0.14383556908263,0.636099258866819,1.1313067476774,1.07172441523774,0.591215656114145,0.128649657244445,-0.237953934181936,-0.517318973387122,-0.71816931559324,-0.849228816022393,-0.91922132989672,-0.936870712438328,-0.910900818869331,-0.850035504411867,-0.762998624288033,-0.658514033719969,-0.545305587929786
"Ly6c2",0.653526242008568,0.52511550615311,0.396722875177259,0.268355998081932,0.139995306687252,0.0116137010888499,-0.116817963948884,-0.245320296136502,-0.373904912390433,-0.502568244195993,-0.631303135593943,-0.760102430625035,-0.888958973330044,-1.01786560774972,-1.14681517792484,-1.27580052789614,-1.40481450170441,-1.53384994339039,-1.66289969699484,-1.79195660655854
"Tfap2c",2.26791991976451,1.68856788533525,1.16493987787949,0.73112848537245,0.367038009729093,0.0422530205034337,-0.27070586691202,-0.559575705112948,-0.796208297764398,-0.979102493346164,-1.11314360068277,-1.20321692859874,-1.25420778591857,-1.27100148146679,-1.25848332406792,-1.22153862254646,-1.16505268572694,-1.09391082243387,-1.01299834149178,-0.927200551725158
"Odc1",3.24263517672685,0.967153330040429,0.0857926117104042,0.927845351475874,1.11332216263194,0.0594831799667548,-0.653454288873151,-0.781681848134544,-0.807628513499306,-0.82625257248191,-0.838219716571659,-0.844195637257837,-0.844846026029719,-0.840836574376602,-0.832832973787766,-0.8215009157525,-0.807506091760085,-0.791514193299819,-0.774190911860979,-0.756201938932851
"Chrm2",1.11977614134373,1.00433090685611,0.796967811788769,0.460437808324533,0.0987816710026678,-0.175126369155104,-0.276807623295371,-0.24953433028861,-0.189530672229536,-0.116380886675339,-0.0312800761255779,0.0645766569201903,0.169994209962408,0.283777480501521,0.404731366037974,0.531660764072207,0.663370572104669,0.798665687635795,0.936351008166037,1.07523143119584
"Dysf",1.38344753633056,0.96789862155271,0.641721168719592,0.415104820228783,0.0969589913029495,-0.330978960242954,-0.689822256277466,-0.934347643072748,-1.09634254735232,-1.18731205489555,-1.21371301995121,-1.18200229676806,-1.09863673959485,-0.970073202680355,-0.8027685402733,-0.603179606622471,-0.377763255976609,-0.132976342584473,0.124724279305179,0.388881755443581
"Fxyd3",0.399934032331298,0.426494138480793,0.656350990296497,1.14350941163928,1.55532704248512,1.6323666172188,1.28552362030275,0.713267002789269,0.210906023206942,-0.173251828046578,-0.449952289910274,-0.629941101323122,-0.723964001224109,-0.742766728552222,-0.697095022246429,-0.59769462124573,-0.455311264489096,-0.280690690915516,-0.0845786394639731,0.122279150926557
"Pcdh9",0.222451300961431,0.189193168096798,0.145378090092805,0.0542952462004866,-0.185839374390065,-0.488945935862622,-0.593623827099343,-0.506040490214975,-0.363059559917428,-0.193261694290863,0.000915203452979371,0.217033230102371,0.4526544824456,0.705341057270922,0.972655051366615,1.25215856152095,1.54141368452219,1.83798251715862,2.13942715621851,2.44330969849013
"Junb",0.429391394800577,-0.144634438659957,-0.470223548428299,-0.414638397458853,-0.140628308294865,0.122006177526559,0.15601019903285,0.0358897205577684,-0.0392598102058541,-0.0365939108846567,0.0368132885136498,0.173887657981352,0.367555067510739,0.610741387094101,0.896372486723731,1.21737423639192,1.56667250609094,1.9371931658131,2.32186208555068,2.71360513529597
"Aqp1",2.34964410359618,0.744770214456939,0.10554026282186,0.699897479131568,1.02167990019938,0.640514343307341,0.44832462339634,0.547415105980364,0.618791380628017,0.606315100884623,0.517609226240271,0.360296716185058,0.142000530209082,-0.129656372197565,-0.447051031544787,-0.802560488342487,-1.18856178310057,-1.59743195632894,-2.0215480485375,-2.45328710023615
"Lama2",1.19019950027099,0.402862254195514,-0.0479493734873217,-0.0166382658852757,0.157119216584172,0.257020931961269,0.280790313808978,0.268532203390884,0.268671777708835,0.289050114673816,0.32782732677245,0.383163526491374,0.453218826317227,0.536153338736639,0.630127176236244,0.733300451302678,0.843833276422579,0.95988576408257,1.0796180267693,1.20119017696939
"Rab20",3.8960480084043,1.44784406260671,0.198634630166784,0.462085262046012,0.303896020422888,-0.704899739126134,-1.19931991157397,-1.07419746910827,-0.88120090440358,-0.725182339918528,-0.602780139269552,-0.510632666073004,-0.445378283945298,-0.403655356502834,-0.382102247362008,-0.377357320139197,-0.386058938450801,-0.404845465913237,-0.430355266142865,-0.459226702756113
"Runx3",2.36848438178267,1.43161791240258,0.866850554812794,0.77685390022224,0.579952371294236,0.129463372591126,-0.194248287057663,-0.34882403034781,-0.471813425701396,-0.590397778619065,-0.704977547504087,-0.815953190759728,-0.923725166789247,-1.02869393399592,-1.131259950783,-1.23182367555375,-1.33078556671145,-1.42854608265935,-1.52550568180072,-1.62206482253883
"Cdon",-1.34347213435872,-1.09268612901911,-0.817615583425766,-0.523668633322676,-0.293787564048399,-0.17188899371605,-0.143777464467741,-0.145087567042334,-0.100943521650854,-0.00102460777937571,0.149598731983001,0.345856055047187,0.582676918824099,0.854990880724639,1.15772749815972,1.48581632854025,1.83418692927715,2.19776885778132,2.57149167146366,2.9502849277351
"Skil",3.39672977011739,0.513002531488485,-0.751617019282164,0.000944038567406806,0.067157469189768,-1.12522491770508,-1.62324670084464,-1.26321998110249,-0.816265190652603,-0.428436884505147,-0.0943599277235438,0.191340814628786,0.434040477488436,0.639114195791991,0.811937104476027,0.957884338477144,1.08233103273192,1.19065232217693,1.28822334174877,1.38041922638403
"Ramp2",-0.929639915725871,-1.09984722388556,-1.06729536700079,-0.714628360061725,-0.144039353344297,0.41184103035692,0.66163385235315,0.668620117218793,0.65506260866621,0.662510806266369,0.689055100369019,0.732785881323907,0.79179353948079,0.864168465189417,0.948001048799537,1.0413816806609,1.14240075112327,1.24914865053637,1.35971576924998,1.47219249761384
"Mmp19",0.64731129579222,-0.635308947539387,-0.93245062939576,-0.0569912553060057,0.148732168124587,-0.621596319383571,-0.895520923744506,-0.542839214253813,-0.133366186451951,0.225461158247015,0.538246972852414,0.809595410373615,1.04411062381997,1.24639676620084,1.42105799052557,1.57269844980353,1.70592229704406,1.82533368525652,1.93553676745027,2.04113569663467
"Spock3",1.48407329071156,0.873703184965886,0.60848417070748,0.747306930291865,0.621087925907168,0.124767131272196,-0.196177824914405,-0.285294734632655,-0.34298540475504,-0.407841671317362,-0.479212116461442,-0.556445322329101,-0.63888987106217,-0.725894344802468,-0.816807325691822,-0.910977395872055,-1.00775313748499,-1.10648313267246,-1.20651596357627,-1.30720021233827
"Cxcl2",1.90404179059955,0.0197844439117066,-0.398915710061536,0.885587182144189,0.986364686808819,-0.573133481935595,-1.47954493553945,-1.43453909776081,-1.21285574468625,-0.967637415701325,-0.701023654070617,-0.415154003058707,-0.112168005930173,0.205794794050409,0.536594853618456,0.878092629509396,1.22814857845864,1.58462315720163,1.94537682247377,2.30827003101049
"Rras2",0.160770029445648,-0.558411395448213,-0.677512052651081,-0.0165876480473149,0.533813156212704,0.634554796315911,0.665845548420659,0.738525949081657,0.800557885405234,0.842998300588495,0.867628242007837,0.876228757039647,0.870580893060321,0.85246569744625,0.823664217573827,0.785957500819442,0.741126594559491,0.690952546170361,0.63721640302845,0.581699212510144
"Grina",0.525268356993997,0.0638264389128266,-0.152383452430826,-0.00895577601409493,0.274144597853791,0.482238289235107,0.484803838567232,0.357068401015908,0.256559118727876,0.209799304616382,0.211902643392655,0.257982819767912,0.343153518453373,0.462528424160274,0.61122122159983,0.784345595483272,0.977015230521815,1.18434381142669,1.40144502290911,1.62343254968031
"Krt5",0.0937743348102264,0.341971530133631,0.674301104865437,1.10461217230807,1.46203904061089,1.5752054427072,1.33039054413109,0.87464301644953,0.451188088089048,0.10157795280087,-0.180900552421558,-0.402960590584821,-0.571315324695492,-0.692677917760151,-0.773761532785359,-0.821279332777695,-0.841944480743739,-0.842470139690059,-0.829569472623232,-0.809955642549828
"Klf10",1.55666386373349,0.637653925467501,0.135648967405197,0.186232258871723,0.210389492123756,0.0194470983101679,-0.0807325699153301,-0.0467771837095763,0.0211676295123721,0.102532796763321,0.19609828585881,0.300644064614384,0.414950100845593,0.537796362367982,0.667962816997092,0.804229432548473,0.945376176837675,1.09018301768023,1.2374299228917,1.38589686028762
"Jmjd1c",1.66672339133815,0.142491715584693,-0.619035634246912,-0.377575928494587,-0.219882261079362,-0.491596481693989,-0.605044816752492,-0.475350600415671,-0.292393789188569,-0.0944148445668998,0.117220584958916,0.341146850898462,0.575998304761328,0.820409298057097,1.07301418229536,1.33244730898569,1.59734302963768,1.86633569576091,2.13805965886498,2.41114927045946
"Bmper",-0.510917823934566,-0.39223937314764,-0.275274993547823,-0.166373761396273,-0.083504241801961,-0.0137714661163419,0.0847653176204974,0.21090189338738,0.342432873817175,0.474967483084285,0.608414482203493,0.74268263218959,0.877680694057369,1.01331742882162,1.14950159749712,1.28614196109868,1.42314728064108,1.56042631713911,1.69788783160755,1.83544058506121
"Tnfsf8",-0.768963925750472,-0.556758126774391,-0.368506483789129,-0.260254712129387,-0.366924628042181,-0.543320543448751,-0.392544614063051,0.017573540129654,0.405240887957503,0.721070290921511,0.97159247128202,1.16333815129938,1.30283805323395,1.39662289934607,1.45122341189608,1.47317031314435,1.46899432535123,1.44522617077705,1.40839657168218,1.36503625032695
"Areg",1.64823200647413,1.44726722552985,1.29696849782995,1.14305341975016,0.666457847019391,-0.0107115977767059,-0.33105871358516,-0.324870244821097,-0.305958625064131,-0.332001728783086,-0.398912762934687,-0.502604934475672,-0.638991450362786,-0.803985517552744,-0.993500343002297,-1.20344913366818,-1.42974509650712,-1.66830143847585,-1.91503136653112,-2.16584808762965
"Ptgs1",0.713677311045058,-0.845702036581736,-1.44520578790938,-0.784717393575814,-0.241655018718092,-0.287880420744962,-0.240424745591615,0.0160072269473269,0.28165873659603,0.519446362155739,0.731903183998182,0.921562282495079,1.09095673801816,1.24261963093916,1.37908404162979,1.50288305046179,1.61654973780688,1.72261718403679,1.82361846952324,1.92208667463797
"Cfh",0.166638855014558,0.197580702104752,0.228096827693829,0.258804047746504,0.293117640299241,0.333831187663806,0.382354372684463,0.437434143248882,0.496740406385074,0.55956445090399,0.625586478498108,0.694486690859905,0.765945289681868,0.839642476656473,0.915258453476199,0.992473421833526,1.07096758342094,1.1504211399309,1.23051429305591,1.31092724448844
"S100a8",0.934310671089156,1.12208135058979,0.925917063154256,0.304953901613982,0.0888630100089665,0.314052846092064,0.145513341964734,-0.395391823873212,-0.866397585632113,-1.19217916984944,-1.3859387744835,-1.46087859749261,-1.43020083683512,-1.30710769046935,-1.10480135635361,-0.836484032446257,-0.515357916705583,-0.154625207089934,0.232511898442361,0.63285120193299
"Ager",0.429947397438031,0.439012220050355,0.373649817350732,0.276360053437645,0.485966570156324,0.92458928130178,1.08823695777726,0.958690907298689,0.762026946670237,0.543848647132091,0.306111857676054,0.0507724272939184,-0.220213795022536,-0.504890960281516,-0.801303219491229,-1.10749472365989,-1.42150962379571,-1.74139207090689,-2.06518621600165,-2.39093621008821
"Cpne5",2.37378956475595,1.80078107693266,1.21087137510022,0.613538690857931,0.0869122068731835,-0.342378997761237,-0.707958658673867,-1.0035489228908,-1.20513115432001,-1.31479722551331,-1.34090315103763,-1.29180494545984,-1.17585862334686,-1.00142019926558,-0.776845687782903,-0.510491103465727,-0.210712460880952,0.114134225404519,0.455692940823793,0.805607670809964
"Otud1",-0.195085826936032,-0.237188704981874,-0.199638782818327,-0.00591049169481267,0.409940862424867,0.873376242536666,1.01044633149701,0.876551383359872,0.725915834562759,0.605638592070926,0.512959809856617,0.445119641892086,0.399358242149573,0.372915764601332,0.3630323632196,0.366948191976639,0.381903404844682,0.405138155795986,0.433892598802798,0.465406887837359
"Cldn1",0.648523183127525,0.663586761915291,0.659493386759014,0.61847260932437,0.525822801626582,0.395983446788869,0.270833746887456,0.176260488311588,0.124720201584149,0.115470305373309,0.144666218723012,0.208463360677211,0.303017150279842,0.424483006574855,0.569016348606197,0.73277259541781,0.911907166053642,1.10257547955764,1.30093295497374,1.5031350113459
"Smim1",-0.34578387320561,-0.830271245442923,-0.906962102786025,-0.502125411798807,-0.389953756982088,-0.660545227954959,-0.628021300968395,-0.269360557267728,0.102490337327605,0.429862795219847,0.716800310654742,0.967346377878013,1.18554449113541,1.37543814467265,1.54107083273548,1.68648604956963,1.81572728942085,1.93283804653485,2.04186181515739,2.14684208953419
"Irx5",0.185585973347473,0.274563058549977,0.278776852731374,0.255860333259645,0.622872523424052,1.24118474816609,1.41648055414298,1.16565746734844,0.853541575478847,0.550407883637011,0.255439828184079,-0.0321791545188584,-0.313265628110678,-0.588636156230278,-0.859107302516544,-1.12549563060836,-1.38861770414463,-1.64929008676422,-1.90832934210604,-2.16655203380897
"Mylk",0.858588546361999,0.83890271400485,0.923934445049185,1.06336821173521,0.811724614150782,0.208018664852403,-0.198137855755293,-0.358304307557586,-0.482360406284667,-0.610918761134086,-0.74357007609472,-0.879905055155452,-1.01951440230516,-1.16198882153271,-1.306919016827,-1.45389569217689,-1.60250955157128,-1.75235129899903,-1.90301163844902,-2.05408127391013
"Nr1d1",2.62861223188215,1.22480419948628,0.377593790093993,0.330911958803164,0.533077354660727,0.599367720960848,0.466798893963847,0.208881592814096,-0.0557226426334185,-0.305210464647892,-0.540956092632323,-0.764333745989713,-0.976717644123074,-1.17948200643541,-1.37400105232972,-1.56164900120901,-1.74380007247628,-1.92182848553454,-2.09710845978679,-2.27101421463604
"Slc16a1",-0.39011571306437,-0.365211601038394,-0.328609926048987,-0.265109794893123,-0.150751914853803,-0.0108194580815636,0.0859563725816982,0.151621046384861,0.235151223342772,0.344174751839553,0.476374054462569,0.629431553799197,0.801029672436817,0.988850832962804,1.19057745796453,1.40389197002938,1.62647679174472,1.85601434569793,2.09018705447639,2.32667734066748
